input_a,input_b,label
Goldstar Shoes For Men ( GS-BOOST-01-GRY-6X9/18 ),PEAK Casual Sport Shoes Black For Men E221291E,0
TBL Junuine Samba Sneakers Shoes For Men (M-90),TBL Junuine Samba Snakers Shoe's For Men (M-90) Size Available 39-44,1
Men's Trekking Shoes For Letest,Men Treking Shoes For Letest - Best Seller Copy,1
Goldstar ACE 03 Navy Gray Shoes For Men,Top Grade A+++ Goldstr ACE 03 Navy Gray Shoes For Men Money Back Guarantee,1
PEAK Tennis Shoes Navy for Men E39021C,Adivon Grey Color Sport Shoes For Men,0
Yearcon Red And White Easy Shoes For Men (G45),Best Seller Yearconn Red And White Easy Shoez For Men (G45) Premium Collection Top Rated,1
Light Sports Fashion Running Shoes For Men (VF-88),UA Quality Premium Light Sports Fashion Running Shoes For Men (VF-88) Money Back Guarantee,1
Reebok ENERGEN LUX Shoes For Men 100074831 BY BRANDHOUSE,Bounce AD Fathers Sports Running/Training Outdoor Soft sole Office Casual Shoes For Men,0
Airforce 1 Viral Sneakers For Men By Shoe Bank,First Copy Premium Airforce 1 Viral Sneakrs For Men By Shoe Bank Superior Craftsmanship,1
Goldstar Shoes For Women ( GS-KYLA-02-BLK-3X6/18 ),Goldstarr Shoe For Women Shoes High Qulity Trending Footwear,1
REEBOK ROYAL BB4500 HI2 Shoes For Men CN4107 BY BRANDHOUSE,REEBOK ROYAL BB4500 HI2 Shose For Men CN4107 BY BRANDHOUSE,1
Men's LPMX casual shoes- 912410431-BJE,Men's LPM casual shoes- 912410431-BJE Best Deal High Quality Materials Breathable Material Multi Color Option,1
REEBOK COURT CLEAN SHOES FOR MEN 100074359 BY BRANDHOUSE,Running walking sports shoes for men,0
PEAK Tennis Shoes White/Blue for Men E39029C,Light weight White Sports shoes for Men,0
BRQ Premium Waterproof Grip Comfortable Shoes For Men,Men's LPMX running shoes 912436011- BLK,0
Tube Sole Trend Sport Shoe For Men By Shoe Bank,Maximum Grip Tube Sole Trend Sport Shoe For Men By Shoe Bank Extra Cushioning,1
TBL Lightweight Feather Sole Sneakers Comfortable Casual Shoes for Men,TBiL Lightweight Feather Sole Casual Sneakers High Qulity Trending Footwear,1
Red Color Mesh Lace Up Casual Sneaker Shoes For Men (RQ11),Red Red Color Mesh Lace Up Casual Sneker Shoes For Men (RQ11) Soft Sole Comfort,1
Black Breathable Running Shoes For Men (K9-98),Fashion Print Trend Sneaker Shoes For Men (78-k9),0
Goldstar G 10 P610 Black Sports Shoes For Men,TBL Sports Footsoal Shoes For Men (Y76),0
Air AF One White Shoe and Sneakers For Men By Shoe Bank,Air AF One White Casual Sneakers High Qulity Trending Footwear White,1
JD 3 Designed Basket Ball Breathable Durable Sports Shoes For Men (T6-99),Luxury Men's Sports Shoes Basketball Outdoor For Multicolor,0
Peak Running Shoes white Elegant Blue For Men E13211H,Goldstar Shoes For Women ( GS-KYLA-16-WHT-PNK-YLW-3X6/18 ),0
High Top Premium Quality Grey Black Lace-up DG pair of Sneakers Shoes For Men,Multi Purpose High Top Premium Quality Grey Black Lace-up DG pair of Sneakers Shoes For Men,1
REEBOK ROYAL COMPLETE SPORT SHOES FOR MEN IF2358 BY BRANDHOUSE,SUPERIOR COMFORT REBOK ROYAL COMPLETE SPORT SHOES FOR MEN IF2358 BY BRANDHOUSE Extra Cushioning,1
Lightweight Breathable Casual Comfortable Shoes Sneakers For Men (G31),Men's Trekking Shoes For Letest,0
Goldstar G10 1102 Navy Sports Shoes For Men,Tabolu Sports Shoes For Men,0
Lace-Up Treaking Ankle Boots Shoes For Men (NK89),Men's LPMX casual shoes-Q12511201-BJE,0
Jaysuing Leather Complement Paste Leather coat Leather shoe dye car leather seat leather refurbishment touch-up color,Men's LPMX running shoes-915420391-GRN,0
PEAK Tennis Shoes Navy for Men E39021C,Goldstar Trekking Shoes For Men( GS-G10 G-402-Black-3X6/18 ),0
TBL Summer Breathable Light Weight Stylish Casual Classic Comfort Running Shoes,TBL Summer Breathable Light Weight Stylysh Casaul Classic Comfort Running Shoes,1
Green Boot Shoes For Men,Men's LPMX casual shoe's - 912436211-BJE,0
White Performax Stylish Sneakers Shoes For Men,Sport Shoes For Man,0
Men's LPMX running sports shoes-912320951-BLU,Men's casual sneakers/ Men's Shoes,0
Black Colored Stylish Chain Boot Shoes For Men,Mesh Flying Trendy Breathable Shoes for Men (Q12-3),0
Blue Adione Boot: Men's Fully Waterproof and Dustproof Sports Shoe,Best Quality Blue Adione Boot: Men's Fully Waterproof and Dustproof Sports Shoe,1
Premium Quality Red Sports Shoe For Men (tr-6),AtoZfootHouse New Men Oxford Martin Boots Men Ankle Boots Lace-up Casual Shoes Men High-Top Leathe( CV11),0
Black/White sole M.D Trend Shoes For Men,Black/White sole M.D Trend Shoess For Men Available All Colors,1
Goldstar G10 G402 Black Goldstar Shoes For Men,G0ldstar G10 G402 Black Goldstar Shoes For Men Maximum Grip,1
White Sneakers For Men shoes for men,White Sneakers For Men Casual Sneakers High Qulity Trending Footwear White,1
Goldstar Shoes For Men G10 206 Grey Orange Goldstar Sports Shoes,Goldstarr Shoes Mens G10 206 Grey Orange Goldstarr Sports Shoes - Best Seller Copy,1
Double Sole Sports Sneaker Shoes For Men (D65),Premium Collection Double Sole Sportz Snaker Shoe's For Men (D65),1
Men's LPMX running shoes-912437421-BLK,Imported Men LPMXx Runing shoes-912437421-BLK Running Sports Shoes Best Quality Edition,1
Goldstar Shoes For Men ( GS-G10-ZEST-10-LGTGRY-6X9/18 ),Goldstarr Shoes Mens ( GS-G10-ZEST-10-LGTGRY-6X9/18 ) - Best Seller Copy,1
Men's LPMX running shoes- 912411691-WGRN,Ankle Boots Autumn Winter PU Leather Chelsea Boots Flat Shoes Boots For Men (H7-66),0
New Men Oxford Premium Leather Boots Men Ankle Boots Lace-up Casual Shoes Men High-Top Leathe( CV11),New Men Oxford Primium Leather Boots Men Ankle Boots Lace-up Casual Shoes Men High-Top Leathe( CV11) Soft Sole Comfort,1
Orange Full Sports Shoes For Men,Goldstar Shoes For Men G10 402 Full Black Hiking Shoes,0
REEBOK FLUXLITE SHOES FOR MEN 100074498 BY BRANDHOUSE,Premium AAA Quality REBOCK FLUXLITE SHOES FOR MEN 100074498 BY BRANDHOUSE Long Lasting Durability,1
Classic Converse All Star Low Shoes for men,ANTA joint mens 2024 new autumn air cushion shock-absorbing anti slip youth sports shoes running rest,0
Affordable Priced Beige White Oggy Style Sneakers Shoes For Men,2024 Stylish Genuine Leather Motorcycle Boots High Top Men's Casual Shoes Versatile Classics Men Ankle Boots,0
Sparx Sport Shoes For Men SM-694 T.Blue/Honey,Goldstar Sports Shoes For Mens G10 P609,0
Goldstar Rock 06 Full White Shoes For Men,Original Look Goldstarr Rock 06 Full White Shoes Original Look Premium,1
Capital Fashion Shoes For Men Comfort-03,7 Star Quality Captal Fashion Shoez For Men Comfort-03,1
Grey Black Soul Gents Morning Walk Shoes for Men | Comfortable Shoes for Men,Goldstar Men's Trekking Shoes,0
MSI Black Sneaker Shoes For Men,MSI Black Sneker Shoes Black Premium Casual Sneakers For Men,1
Adidas ALPHABOUNCE+Bounce Running Shoes For Men HP6142,Adidass ALPHABOUNCE+Bounce Running Shoe Type For Men HP6142,1
AR Jordan Travis Scott Shoes For Men,AR Jordn Travis Scott Shoes For Men,1
Red Black Color Black Soul Gents Morning Walk Shoes for Men | Comfortable Shoes for Men,Peak Tai-chi Black Running Shoes for men ET44087H,0
Goldstar G10 G1904 Red Goldstar Shoes For Men,Goldstarr G10 G1904 Red Shoes High Qulity Trending Footwear Red,1
Yearcon White/Mix Leather Design Solid Laceup Running Shoes For Men (456T),Mess Flying Just Arrived Durable Laced Up Comfortable and Stylish Sneaker Shoes For Men (HY61),0
Red Breathable Sports Shoe For Men,Men's LPMX casual shoes-912515051- WRED,0
Nike Renew Ride 3 Shoes For Men DC8185-403,Nik Renew Ride 3 Premium Shoes For Men DC8185,1
Men's Premium Quality Sports Shoes,Men's LPMX running shoes- 912420321-BLK,0
ACTIVA Men's Shoes | Sleek and Durable for Sports and Casual Wear | Model M0102,Base White Red+Blue Winter Collection Lace-up Sneakers Shoes For Men,0
Goldstar Shoes For Men ( GS-G10-ZEST-10-LGTGRY-6X9/18 ),Goldstar Shose For Men ( GS-G10-ZEST-10-LGTGRY-6X9/18 ),1
Fashion Trend Sneaker Shoes For Men (X12),Men's LPMX casual sports shoes- 912317011-WGRY,0
ERKE Running Shoes Black For Men 11120214445-001,Reebok ENERGEN LUX Shoes For Men 100074831 BY BRANDHOUSE,0
Yearcon Mesh Design Solid Laceup Running Shoes For Men (890),Imported Yearconn Mesh Design Solid Running Sports Shoes Best Quality Edition 890,1
White Breathable Running Shoes For Men (VV41),All Day Comfort White Breathable Running Shoes For Men (VV41) Super Comfortable Size Available 39-44,1
Humtto- Unique design shoes || sports shoes for men and boys,High Quality Materials Humtoo- Unique design shoes || sports shoes for men and boys Size Available 39-44,1
Peak Casual Shoes Horizon Blue For Men E02087E,White Lace Up Casual Sneaker Shoes For Men (90-67),0
Erke Cream White / D. Yellow Skateboard Shoes for Men 11121301369-004,Erke Cream White / D. Yellow Skateboard Shoez for Men 11121301369-004,1
REEBOK ENERGEN RUN 3 SHOES FOR MEN HP9300 BY BRANDHOUSE,REEBOOK ENERGEN RUN 3 SHOES FOR MEN HP9300 BY BRANDHOUSE,1
TBL MEN'S FASHION SPORTS SHOES,A+ Grade TBL MEN'S FASHION SPORTS SHOES,1
Reebok FLEXAGON ENERGY TR 4 Shoes For Men 100074500 BY BRANDHOUSE,Yearcon Leisure Shoes For Men,0
Goldstar Boost 01 Grey Goldstar Shoes For Men,Goldstarr Boost 01 Grey Goldstarr Shoes For Men Best Quality Edition,1
Laced Up Comfortable and Stylish Sneaker Shoes For Men (REE-9)),Yearcon Running Shoes For Men (8203),0
Ankle Boots Autumn Winter PU Leather Chelsea Boots Flat Shoes Boots For Men (H7-66),Goldstar Futsal Boot Green Black For Men | Men's Footwear | Shoes For Men | Futsal Shoes,0
PEAK Cushion Running Shoes Dark Melange Blue For Men E94207H,Shoes For Men Light Sports Fashion Running Shoes (U7-8B),0
Women's LPMX running shoes-912420322-PUR,New Trendy Lace Up Converse Shoes For Men (D515),0
Goldstar Boost 01 Grey Goldstar Shoes For Men,Erke Carbon Board Running Shoes For Men 51121402070,0
Goldstar Shoes For Men ( GS-BOOST-01-OLE-6X9/18 ),REEBOK COURT RETRO SHOES FOR MEN 100074391 BY BRANDHOUSE,0
Grey/Orange Stylish Sneakers Shoes For Men,PUMA Transport Modern Black Running Shoes - 37703001,0
KILOMETER Pu Leather Lace Up Shoes For Men - KMSH412,Men Flame Printed Sneakers Flying Weave Sports Shoes Comfortable Running Shoes Outdoor Men Athletic Shoes,0
Waterproof Sports Shoes for Men,Black Running Shoes For Men (Kp-552),0
Reebok Men's Jung 21 W Running Shoes,Laced Up Comfortable and Stylish Sneaker Shoes For Men (RE67),0
Grey Black Soul Gents Morning Walk Shoes for Men | Comfortable Shoes for Men,Grey Black Soul Gents Black Grey Premium Shoes For Men,1
Shoes For Men Light Sports Fashion Running Shoes (HG-67),Women's LPMX casual shoes- Q12511662,0
Yearcon Mesh Design Solid Laceup Running Shoes For Men (908),White Casual Shoes For Men (907),0
Goldstar Shoes For Men ( GS-BOOST-12-WHT-MRN-6X9/18 ),Extra Cushioning Goldstr Shoes For Men ( GS-BOOST-12-WHT-MRN-6X9/18 ) Anti-Slip Technology Affordable Price Best Deal,1
Shoes Tactical Waterproof Outdoor and Hiking Casual LOWA Men's Desert Boot,Men's LPMX running shoes- 912411601-GRN,0
Black/Yellow Sport Shoes For Men,Women's LPMX running shoes-912420322-PUR,0
Premium 7 A Grade Dunk Men's casual shoes walking style shoes men's sneakers outdoor men's running casual sneakers,Men Ankle Boots PU Leather Black Color Chelsea Boots Flat Shoes Boots For Men,0
Shoes For Men Fashion Running Shoes - Fashion | Shoes For Men | Men'S Footwear | Running Shoes For Men |,Shoez For Men Fassion Running Shoes - Fashion | Shoes For Men | Men'S Footwear | Running Shoes For Men |,1
RedTape Walking Shoes For Men | Comfortable Sports Shoes,Goldstar G10 G1801 Full Black Goldstar Shoes For Men,0
YEARCON BLACK HAWK OUTDOOR SHOES FOR MEN,Black Luxury Designer Latest Men's Pointed Leather Ankle Dress Shoes For Men Formal Business Chelsea Ankle Boots,0
PEAK Running Shoes Black/White For Men E224057H,White Color Sports Shoes For Men,0
Goldstar ZEST 02 SKY Blue Sports Shoes For Men,GoldStar ZEST 02 SKY Blue Sports Shoes For Men,1
Black Synthetic Round Toe Lace-Up Closure Medium Width Casual/Sports Sneakers For Men - Fashion | Shoes For Men,Goldstar Shoes For Men G10 206 Grey Orange Goldstar Sports Shoes,0
JD 4 Trendy Sneaker Shoes For Men (FD-33),All In One Ankle Shoes For Unisex,0
PEAK Cushion Running Shoes Black/White For Men EW02531E,PEK Cushion Running Shoes Black White Premium Running Sports Shoes For Men EW02531E,1
New Trendy Lace Up Premium Converse Shoes For Men (D55),New Trendy Lace Up Premium Converse Shoes For Men,1
Adidas Ultrabounce TR Bounce Running Shoes For Man (ID9399),Goldstar Shoes For Men ( GS-BOOST-08-GRY-6X9/18 ),0
All Match Black/White Mid-Top Air-Light Sneakers Shoes For Men,All Match Black/White Mid-Top Air-Light Sneker Shoes For Men Original Type Casual Sneakers,1
Airforce 1 Paris Saint Shoes For Men,Airforse 1 Paris Saint Shoes High Qulity Trending Footwear,1
Fashion LV Sneaker Shoes For Men,Puks premium semiankle football shoe | puks Gripknit | HN sport,0
White Color Mesh Lace Up Casual Sneaker Shoes For Men (KKJ4),Men Flame Printed Sneakers Flying Weave Sports Shoes Comfortable Running Shoes Outdoor Men Athletic Shoes,0
Goldstar G10 1502 Black Sports Shoes For Men,Goldstarr G10 1502 Black Sport Shoes Mens - Best Seller Copy,1
Nike Court Vision LO NN Shoes For Men (DH2987-109),Nike Court Vision LO NN Shoe's For Men (DH2987-109) Affordable Price Best Deal,1
G10 G1111 Grey Goldstar Shoes For Men,Multi Purpose G10 G1111 Grey Goldstr Shoes For Men,1
Men's Lightweight Fashion Sneakers - Sports Shoes with Breathable Mesh | BF Sports Shoes For Men| BF 007,Best Men's Lightweight Fashion Sneakers - Sports Shoes with Breathable Mesh | BFF Sports Shoes For Men| BF 007 Long Lasting Durability,1
Mess Flying Just Arrived Durable Laced Up Comfortable and Stylish Sneaker Shoes For Men (HY61),Men's White Breathable Running Shoes For Men (V4Y),0
White Fashion Trend Laced Sneaker Shoes For Men By Jutta Ghar Nepal,White Fashion Trend Laced Sneaker Shoes For Men By Jutta Ghar Nepal Top Selling Product,1
Men's LPMX running shoes-912420471-BLK,Mens LPMXx running shoes-912420471-BLK Original Type Running Sports Shoes,1
2024 Stylish Genuine Leather Motorcycle Boots High Top Men's Casual Shoes Versatile Classics Men Ankle Boots,2024 Stylish Genuine Leather Motorcycle Boots High Top Men Casaul Shoes Versatile Classics Men Ankle Boots Original Type Boot Shoes,1
Green Boot Shoes For Men,Green Boot Shoez For Men,1
REEBOK ROYAL COMPLETE SPORT SHOES FOR MEN IF2357 BY BRANDHOUSE,Rebock ROYAL COMPLETE SPORT Running Sports Shoes High Qulity Trending Footwear,1
Reebok FLUXLITE Shoes For Men 100074499 BY BRANDHOUSE,Rebock FLUXLITE Shoes Mens 100074499 - Best Seller Copy,1
New Trendy Fashion Green Sneakers Shoes For men (T65),Vans Serio Collection Lowland Comfycush JMP White Shoes for Unisex,0
Air Ankle Breathable Sneakers Running Shoes For Men,Air Ankle Brethable Sneakers Running Shoes For Men Original Type Boot Shoes,1
Airforce 1 Full White Shoes For Men,New Airforse 1 Full White White Shoes Premium Copy Style,1
Grey Breathable Sports Shoe For Men,ANTA light cloud mesh breathable and comfortable commuting running shoes,0
Mix White Lace-up Light Weight Sneakers Shoes For Men,Capital Shoes Sporty Sports Shoes For Men SPORTY-G-04,0
Air AF One Shoe and Sneakers For Men By Shoe Bank,REEBOK JOGGER LITE SHOES FOR MEN 100074148 BY BRANDHOUSE,0
Sneakers Shoe For Men,Sneakrs Shoe For Men,1
PEAK Cushion Running Shoes For Men Red-E94207H,Off white Easy Shoes For Men (5005),0
REEBOK FLUXLITE SHOES FOR MEN 100074765 BY BRANDHOUSE,REBOK FLUXLITE SHOES FOR MEN 100074765 BY BRANDHOUSE,1
Goldstar Shoes For Women ( GS-KYLA-02-BLK-3X6/18 ),Goldstarr Shoes For Women ( GS-KYLA-02-BLK-3X6/18 ) Export Quality Top Rated Affordable Price Best Deal,1
Adidas Ultrarun 5 Shoes For Men (ID8365) BY BRANDHOUSE,Trendy Chunky Sneakers Shoes For Men,0
REEBOK ENERGEN LUX SHOES FOR MEN IE9521 BY BRANDHOUSE,REEBOK ENERGEN LUX SHOES FOR MEN New Version,1
Erke White Skateboard Shoes For Men 11124201052-001,ERK White Skateboard Shoes For Men 11124201052-001 Original Type Skate Sneakers,1
XInShanng Grey Sports Fashion New Shoe For Men,XInShanng Grey Sport Fashion Grey Premium Running Sports Shoes For Men,1
Campus Sneakers for Men Trending Shoes,Tirpal Sole Martin Black Lace Up Solid Boot For Men By Shoe Bank,0
Goldstar Bryn 02 Black White Goldstar Shoes For Men,Nike Elevate 3 Shoes For Men DD9304-602,0
Off white Easy Shoes For Men (5005),Off white Easy Shoe Shoes High Qulity Trending Footwear White,1
Campus Men's Wells Running Shoes,Men's LPMX running shoes-912421501-GRY,0
ERKE Cushioning Running Shoes For Men 51119103100-203,ERKEE Cushening Runing Shoes For Men 51119103100-203,1
Reebok FLOATRIDE ENERGY 5 Shoes For Men (HP9269) BY BRANDHOUSE,Goldstar Shoes For Men ( GS-G10-ZEST-05-BLK-6X9/18 ),0
Tan Elegant Sawor Leather Chelsea Boot For Men Ankle Boot Leather Shoes,PUMA Flyer Flex Running Shoes - 19520105,0
Affordable Priced Oggy Blue-White Fancy Sneakers Shoes For Men,White Blue Affordable Priced Oggy Blue-White Fancy Sneker Shoes For Men Soft Sole Comfort,1
Sneakers Fashion Men Canvas Breathable Flats Shoes,Hot Sale Premium 1:1 Quality Sneakers Fashion Men Canvas Breathable Flats Shoes,1
Capital Fashion Shoes For Men Comfort-03,ASIAN Wind-03 Sports Running Walking and Gym Shoes with Eva Sole Casual Lightweight Slip-On Shoes for Men's and Boy's,0
Sneakers Shoes For Men,AtoZfootHouse Fashion Sneakers Men Shoes Air Mesh Trainers Lightweight Casual Shoes (HG21),0
New Stylish and Breathable Comfortable Lace-Up Shoes For Men (YT-9),New Stylish and Breathable Comfertable Lace-Up Shoes For Men (YT-9) Best Quality Edition,1
Adidas K 74 Shoes For Men (IG8951) BY BRANDHOUSE,Adibas K 74 Shoes For Men (IG8951) Top Grade Sports Wear,1
Reebok DAILYFIT DMX Shoes For Men (GV8601) BY BRANDHOUSE,Adidas Advantage 2.0 Shoes For Men (IG9166) BY BRANDHOUSE,0
Men's LPMX casual shoes- 912412021-WBLK,Men's LPM casual shoes- 912412021-WBLK,1
Men's LPMX running shoes- 912411691-WGRN,Stylish Mens Shoes For Daily Use. Shoes For Men,0
REEBOK DMX COMFORT + SHOE FOR MEN 100074438 BY BRANDHOUSE,Super Premium REBOCK DMX COMFORT + SHOE FOR MEN 100074438 BY BRANDHOUSE Long Lasting Durability Great Value,1
Black Grey Sports Shoes For Men,Black Grey Sparts Shoez For Men,1
Affordable Priced Oggy Blue-White Fancy Sneakers Shoes For Men,Goldstar ZEST 06 Gray Black Sports Shoes For Men,0
PEAK Cushion Running Shoes Red/Black For Men E94061H,Yearcon Red Blue Mix Running Shoes For Men (5008),0
Adidas mens 2024 summer new German training versatile casual low cut sports board shoes IF4465 IF4466,Adibas mens 2024 summer Premium Running Sports Shoes For Men 2024,1
Stylish and Comfortable Sport Shoes For Men (DW42),Stylish and Comfortable Sport Shoes Mens (DW42) - Best Seller Copy,1
Yearcon White mix Solid Design Laceup running Shoes For Men (1406),Best Yearconn White mix Solid White Running Sports Shoes Factory Fresh Style 1406,1
